videoWebUrl,submittedVideoUrl,input,cid,createTime,createTimeISO,text,diggCount,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,uid,uniqueId,avatarThumbnail,mentions,detailedMentions
https://www.tiktok.com/@miguelassal/video/7144407447413787909,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,7144408895078580997,1663437340,2022-09-17T17:55:40.000Z,donar sangre tiene algún riesgo?,31,False,False,,9.0,6845600180181746693,xuanin76,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7334527962546601989~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8f645dfb&x-expires=1771927200&x-signature=2CMhckB8WWycA1qbhOi3rDy6AGA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@miguelassal/video/7144407447413787909,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,7144525132954256133,1663464429,2022-09-18T01:27:09.000Z,"Claro que tiene riesgo, aumenta tu bienestar y tu carma. Corres el riesgo de ser feliz o, incluso, de estar orgulloso de ti.",94,False,False,7144408895078580997,,6839388217647039494,toni.homedes,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a72becda1c5860059ba292ccc6e27eef~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c0227a2c&x-expires=1771927200&x-signature=J6%2F4%2B%2F23qKFKsXylRjn%2Bsjb2J%2Bg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@miguelassal/video/7144407447413787909,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,7144414287490220806,1663438599,2022-09-17T18:16:39.000Z,quisiera donar no más que no me gustan las agujas y el dolor es fuerte así q tenemos un dilema XD,22,False,False,,6.0,6844161284712875013,king_hades___,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/00305ec587ed2e06ab958609f338a569~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8cca1c3a&x-expires=1771927200&x-signature=0VPvkK%2BvX7CikMbxmXkVZHWoRo4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@miguelassal/video/7144407447413787909,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,7390716332558484230,1720787475,2024-07-12T12:31:15.000Z,Hoy done sangre y siempre lo hago O- Donante Universal.,7,False,False,,0.0,7051240682191537157,theking1988_,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/62be3e22b4eaf96faedcd755d9b220f6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=07aaf477&x-expires=1771927200&x-signature=jWPvmX%2F0ydzDEz1fcquEWPaZbqw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@miguelassal/video/7144407447413787909,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,7144409947228635910,1663437591,2022-09-17T17:59:51.000Z,puede aver un sintoma para el donante?,2,False,False,,1.0,6983150983782728710,username.837292,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a6f6473d4d7620e9428cc4b5663774a2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ab8d292f&x-expires=1771927200&x-signature=M%2FiuykbRR4lZAK17KiySA9EhL%2F4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@miguelassal/video/7144407447413787909,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,7173390834745918214,1670185224,2022-12-04T20:20:24.000Z,yo voy a ir a donar sangre para ayudar,2,False,False,,0.0,6893315796937065477,anntonniiiio,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/0a05d19fbc7e1cf83e484558fad9f878~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=34579c41&x-expires=1771927200&x-signature=lrpKE8O8t6DnUoIz2CKiR9J2Uq4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@miguelassal/video/7144407447413787909,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,7587086998456795926,1766506359,2025-12-23T16:12:39.000Z,soy donante. regular cada 4 meses cuando me envian un mensaje de que mi sangre ha sido enviada al hospital para un paciente lloro de emoción me da un bien estar y satisfacción,1,False,False,,0.0,7562093589356119062,zara.cadablancais,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/b186348ab84d38f3e9a15c965bd6f146~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3868c989&x-expires=1771927200&x-signature=04G63gnLoVaaXGexqYLB8nt2NmM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@miguelassal/video/7144407447413787909,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,7538575291133657912,1755211356,2025-08-14T22:42:36.000Z,corres el riesgo de ser feliz 🙂,1,False,False,,0.0,7530006293856175112,mirto_honraygloria,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3a9d02cb1cc8c92f99fcda97d9cc742a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ae3ab61c&x-expires=1771927200&x-signature=cGNCKhNo7F11IHOm%2B5AO%2FtO3dY4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@miguelassal/video/7144407447413787909,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,7173888351823577862,1670301082,2022-12-06T04:31:22.000Z,si dono sangre y quiero hacer ejercicio tengo que esperar un tiempo? si es así cuanto tiempo,1,False,False,,2.0,6818785830628279302,alonso12947,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7329120340376813574~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6cbce082&x-expires=1771927200&x-signature=%2FfPyMeP0TvpQpH6FPR0o2XyarA8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@miguelassal/video/7144407447413787909,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,https://www.tiktok.com/@miguelassal/video/7144407447413787909?_r=1&_t=ZN-93rAkAjcQv0,7144743357271999238,1663515214,2022-09-18T15:33:34.000Z,yo quise donar pero no me dejaron por tener hidrocefalia 😅,1,False,False,,1.0,6862302668456313862,gochet3,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/222b9522d74bc4f0606e49f24b8441ce~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5b05c63e&x-expires=1771927200&x-signature=G9oLFs5UN1QzdxbIBl25sdYaxoI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
