videoWebUrl,submittedVideoUrl,input,cid,createTime,createTimeISO,text,diggCount,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,uid,uniqueId,avatarThumbnail,mentions,detailedMentions
https://www.tiktok.com/@roche_es/video/7515628725707214112,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,7556996882847204114,1759500457,2025-10-03T14:07:37.000Z,yo soy donadora y será ya la costumbre pero ni me mareo ni nada jeje es una felicidad el poder ayudar a alguien,79,False,False,,8.0,7231829385157985286,garciagabriela712,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0b3a0fbe757309c410d8c36c698f6769~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=83b84bc2&x-expires=1771927200&x-signature=qWszok%2BPaphRmw7QtJZhSOHj1Ns%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@roche_es/video/7515628725707214112,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,7538574730384245509,1755211221,2025-08-14T22:40:21.000Z,aunque yo me sentí un poco débil Pero lindo ser altruista,14,False,False,,0.0,7530006293856175112,mirto_honraygloria,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3a9d02cb1cc8c92f99fcda97d9cc742a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ae3ab61c&x-expires=1771927200&x-signature=cGNCKhNo7F11IHOm%2B5AO%2FtO3dY4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@roche_es/video/7515628725707214112,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,7609863514455065364,1771809440,2026-02-23T01:17:20.000Z,¿A cada cuánto puedo donar?.,0,False,False,,0.0,7175807120334767110,riveramobile22,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/4ed3a184dfcc1f83c322e68b8a49f97a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a851b60c&x-expires=1771927200&x-signature=uf0xHP6%2FY%2FKparWelPAkUM3u5V8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@roche_es/video/7515628725707214112,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,7554880266453566230,1759007648,2025-09-27T21:14:08.000Z,"Me sentí débil y un pequeño mareo, pero la ayuda y satisfacción que da luego lo compensa",28,False,False,,0.0,6805593104188589062,psicologacynthiaarani,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/269cc6fb15b11a7f2cd19215f9a512b6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=266b9121&x-expires=1771927200&x-signature=RZs%2FkD4ZIqfgJVjIhzCX1EPAXbk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@roche_es/video/7515628725707214112,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,7527986128449880837,1752746327,2025-07-17T09:58:47.000Z,Y porque estoy tan debil. Done hce un mes estuve Hospitalizada hidratación hierro ácido fólico. Y aun sigo débil,24,False,False,,0.0,7426003709698573318,love.for.ever48,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8dddcf9a402e1f3b2402da765086c5ef~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=13ebe4c3&x-expires=1771927200&x-signature=5mE8H1sUExRkJgU6qvwzn0vBYtw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@roche_es/video/7515628725707214112,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,7582956284917777153,1765544604,2025-12-12T13:03:24.000Z,Yo done ayer y como sin nada 🙏✨💖🥰,0,False,False,,0.0,7171524097914061829,andreacelestejimn,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7d30b0cf2b8a811c50d5a95c45a95eb0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=56440478&x-expires=1771927200&x-signature=jgNDGrNDnNOXYrpVYq4G02sj5Uk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@roche_es/video/7515628725707214112,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,7564510774069216007,1761249924,2025-10-23T20:05:24.000Z,"donar sangre es bueno y se debería hacer al menos dos veces al año el cuerpo hace un proceso de regeneración celular es como descartar las vi3jas para que salgan otras nuevas y mas fuertes evita enfermedades de base a futuro y aumentas positiva mente el sistema imonolgico y también nos circular mejor la sangre y podemos evitar padecer de enfermedades como diabetes hipertencion ya que por no donar se hace una sobre carga de hierro y es malo, el cuerpo si necesita hierro pero no tanto también evita posibles enfermedades cardiovasculares diabetes la anemia mejora el estado de ánimo y aumenta la vitalidad mas o menos en eso consiste",0,False,False,,0.0,7458031901572809733,alvaro.alvarez903,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e4275241c1615f94e49d6bb63e06201b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fe5e8bdf&x-expires=1771927200&x-signature=gisuyJoqgmJ4NYqZrp7PT69Y5JA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@roche_es/video/7515628725707214112,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,7583921473379959570,1765769326,2025-12-15T03:28:46.000Z,yo dono hace 14 años cada 3 meses,1,False,False,,0.0,7161961964770968582,angel.yamid,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f0d6e6e7e568c12ffb6ec31bfd58119e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=399b9984&x-expires=1771927200&x-signature=k2unWGlgvhJqwlow3mHUa076l74%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@roche_es/video/7515628725707214112,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,7520460469875327762,1750993658,2025-06-27T03:07:38.000Z,y mi papá regañando me por sentirme cansada y agotada jajaja,7,False,False,,0.0,6792233693751804934,renardlietzz,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7329497970494308357~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0b97842f&x-expires=1771927200&x-signature=whHi2Cdhoe%2BuHmzM0QajTSrf01o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@roche_es/video/7515628725707214112,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,https://www.tiktok.com/@roche_es/video/7515628725707214112?_r=1&_t=ZN-93rAhvXLQm6,7581644346156532536,1765239384,2025-12-09T00:16:24.000Z,Hola buenos noches necesito una persona que pueda Donar sangre para mi mamá qué la va a operar de un rinion no importa cuanto de Dinero los pidan 🥰,0,False,False,,0.0,7330897958403392518,siviaamador4,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/33646b56d877564f16a2a761b20e1bcd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f7facd94&x-expires=1771927200&x-signature=NTahbwtmRd28brp%2BhcP8MLEsckA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
