videoWebUrl,submittedVideoUrl,input,cid,createTime,createTimeISO,text,diggCount,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,uid,uniqueId,avatarThumbnail,mentions,detailedMentions
https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,7310698712375984929,1702154717,2023-12-09T20:45:17.000Z,Q tiene q ver el piercing con donar sangre ?,377,False,False,,4.0,7253026257088201755,luciia.oviiedo,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2005b33a1dc12271bebf43bcdc627261~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e03434e9&x-expires=1771927200&x-signature=ya6rM4IQBIYa8xn07kyLoqwi0XM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,7304773649542038305,1700775183,2023-11-23T21:33:03.000Z,"yo tmbn estoy en la d móstoles, dejan con tattos?",105,False,False,,4.0,6842113447497729029,germaanrioo,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a46cc7c31259b0cb1b3e1e1cfa4f490e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=394cd9d4&x-expires=1771927200&x-signature=8jrrn3Lq3fnsp3J5Ujg1GLogHFE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,7304804851460195105,1700782502,2023-11-23T23:35:02.000Z,me quedé sola a traición,257,True,False,,1.0,6686407726043726853,crislungu,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/768ba691f62ee7c18deecab4539074a7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cfc971ba&x-expires=1771927200&x-signature=T6PYWyYWDZBvg7nnWbzPWQuKikM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,7322381928253080353,1704874945,2024-01-10T08:22:25.000Z,yo ahora que estoy dejando los vicios el tabaco y el alcohol cuando lo consiga donare sangre es que le puede salvar la vida a alguien,1,False,False,,0.0,6982076424778793990,dannywallk,https://p19-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/8471058060e8ed879e1e57520c998f8e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cd2b08eb&x-expires=1771927200&x-signature=aMfq0PIJrMpEEGByz8fVawEc0pI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,7324127762905973537,1705281533,2024-01-15T01:18:53.000Z,me acuerdo que está chica hacia videos con plex,1,False,False,,0.0,7034592944309421061,leo1010_4,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a9a6901e9a943b156469ae1dc997dc2f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ad17fbd1&x-expires=1771927200&x-signature=oIYM8YUPWL0brTaHSeKS88KSGlo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,7327316459893162785,1706023839,2024-01-23T15:30:39.000Z,"me dan mal rollo las agujas, pero si dan la Cocacola por adelantado voy y digo eso del piercing",1,False,False,,0.0,7139414554421429253,enfinlahipitenusa,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3ef6538c79c6c9325a895f8031d735f7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9f18523f&x-expires=1771927200&x-signature=czcxxjoW88dbcNFXAAk%2FOk0MA4s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,7504198342034195222,1747207342,2025-05-14T07:22:22.000Z,"Donar está bien,pero mejor ir al hospital,sabías que ellos cobran 70 € por bolsa al hospital,tú te lo llevaste cocacola por 70€",2,False,False,,1.0,7108741856490947589,ingute3,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2680617eda14c01850b95b4ad4809a41~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=86549c8a&x-expires=1771927200&x-signature=7pm6dft1fETd5T9LlwW51bErCBw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,7322528686233469729,1704909093,2024-01-10T17:51:33.000Z,regalar vida.muy bien echo 🥰🥰🥰,1,False,False,,0.0,6786236210722440197,davidgarcia3354,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7332296443347173381~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5d6b1998&x-expires=1771927200&x-signature=4bT7QkQvyC88rUyO83eKwJl1GT4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,7322185577284502304,1704829205,2024-01-09T19:40:05.000Z,"Como dato, cruz roja es un vendedor de sangre a hospitales, es decir, que tu sangre es vendida, en cambio los hospitales las usan para ellos.",2,False,False,,0.0,6816048901327307781,anastasiatk8,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7332827597404897285~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=81dccebe&x-expires=1771927200&x-signature=bEnMbxpA7EGIkve7XGJv0ikyrFA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,https://www.tiktok.com/@_.naiaraa._21/video/7304669289527676192?_r=1&_t=ZN-944yBDBC427,7321857751008461600,1704752885,2024-01-08T22:28:05.000Z,"NO DONEIS EN LA CRUZ ROJA, la venden a los hospitales para llevarse un extra",2,False,False,,0.0,6594314235273396229,albaaa_cmd,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/0976b0a64b00d999155d57f2c4c52553~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f472eee1&x-expires=1771927200&x-signature=r5bK4xVy7sy5nuxfKTo7vKhDgdc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
