tweet_id,created_at,text,lang,retweet_count,reply_count,like_count,quote_count,author_id,author_username,author_name,author_location,place_full_name,place_country,place_country_code,place_type,reply_to_tweet_id
1609261493173850114,2022-12-31T18:53:33.000Z,@TheKyojuro Y no puedo donar porque recien me desactivaron mi numero de telefono :c,es,0,0,0,0,1378444797871058946,RenyX04,Reny04 - Editor de Videos,,,,,,
1609235641253912577,2022-12-31T17:10:49.000Z,"Recién nms llegue a la ciudad de mi abuela y ya escuché que soy una delincuente con tatuajes, que no debo donar sangre, que no voy a ser profesional y que soy mal ejemplo para todos los primos menores jajaa locuraaaa",es,2,1,12,0,985356133526392832,urfavleli,tu fav,"Central, Paraguay",,,,,
1609204255155429376,2022-12-31T15:06:06.000Z,cualquiera diria q tengo fobia a las agujas,es,0,0,2,0,373285275,paaaaatttt_,Paaattt🫀,,,,,,
1609196339937566721,2022-12-31T14:34:39.000Z,"@Dane_larosa Yo también😌, aunque lo mío es por cobarde, le tengo miedo a las agujas😔",es,0,0,0,0,1568804244970512384,elmaiki1499,Maiki,,,,,,
1609192577659535363,2022-12-31T14:19:42.000Z,"Tengo muchas ganas de hacerme un tatuaje, pero soy pobre y le tengo miedo a las agujas 👀",es,0,0,0,0,3120130756,Roh_Rivero,𝙰𝚖𝚊𝚗𝚗𝚗,Río negro - Argentina,,,,,
1609187190155743232,2022-12-31T13:58:18.000Z,"@Fvrro_Joestar @eljorgs12 @_NotYowax_ No soy comunista, no quiero donar nada.",es,0,0,2,0,1123558384320634880,Disidencia_LIB,Disi,,,,,,
1609161689378816008,2022-12-31T12:16:58.000Z,"Mi fobia a las agujas me hace ser una persona con 0 (CERO) tatuajes 😅
Admiro a quienes se ponen uno, y hay muchos que son muy bonitos 💖 https://t.co/e8asfLcShx",es,0,0,2,0,1866188952,RicardoTrostelP,Ricardo Tróstel Provoste 🏳️‍🌈,"Concepción, Chile",,,,,
1609147398412197889,2022-12-31T11:20:10.000Z,@_Destran_ Tu amiga tiene fobia a las agujas 😂😂😂😂,es,0,1,2,0,1406301728635564037,_DulceVeneno7,Dulce Veneno One1️⃣1️⃣🖤,,,,,,
1609107056702652416,2022-12-31T08:39:52.000Z,@cerooxm Es que le tengo miedo a las agujas isnsms,es,0,0,1,0,1433337701911117826,laley_moon,Moon se muda 📌,꒰ 𓏲࣪ ˖࣪Mikey’s best Girl  ˖࣪,,,,,
1609052311669669889,2022-12-31T05:02:20.000Z,@felipperey Le tengo fobia a las agujas y a las maquinitas que suenan (culpa del dentista) ninguna posibilidad de tatuajes,es,0,1,5,0,721703197287563265,fittokun83,fittokun,"Santiago, Chile",,,,,
1609035361128161280,2022-12-31T03:54:59.000Z,saber q no puedo donar sangre hasta un año porq se me ocurrió hacerme dos piercings en DOS semanas jjajsjsj crack,es,0,0,0,0,1497003202465521664,tianaa_viera,bety :),"Paysandú, Uruguay",,,,,
1609015512603705345,2022-12-31T02:36:06.000Z,"@littlekarma cerra los ojos, yo le tengo miedo a las agujas pero me hice 3 piercing solo por cerrar los ojos",es,0,0,1,0,1395623412500946948,folklore912,fio plate,louis tomlinson | 21,,,,,
